"index","type_of_reference","title","id","pub_title","start_page","end_page","pub_year","keywords","place_published","unknown_tag","authors","volume","url","number","issn","publisher"
"4607","JOUR","Prescribed burning to restore mixed-oak communities in southern Ohio: effects on breeding-bird populations","820","Conservation Biology","1423","1434","2001","['oak, quercus, hickory, Carya, red maple, Acer rubrum, American beech, Fagus grandifolia, flowering dogwood, Cornus florida, forest restoration, Aves, bird, ovenbird, Seiurus aurocapillus, worm-eating warbler, Helmitheros vermivorus, hooded warbler, Wilsonia citrina, cardinal, Cardinalis, American robin, Turdus migratorius, eastern wood-pewee, Contopus virens']","","defaultdict(<class 'list'>, {'U1': ['820']})","Artman, V.L.; Sutherland, E.K.; Downhower, J.F.","15","","","",""
"4608","JOUR","Protection from natural enemies in managing rare plant species","831","Conservation Biology","1323","1331","1999","[""Pitcher's thistle, Cirsium pitcheri, rare plants, insecticide, plant cage""]","","defaultdict(<class 'list'>, {'U1': ['831']})","Bevill, R.L.; Louda, S.M.; Stanforth, L.M","13","","","",""
"4609","JOUR","Prescribed fire and cutting as tools for reducing woody plant succession in a created salt marsh","861","Wetlands Ecology and Management","405","416","2007","[""cutting, Jesuit's bark, Iva frutescens, marsh creation, salt marsh management, shrub establishment, eastern baccharis, Baccharis halimifolia, saltmarsh, prescribed burnig, fire, succession""]","","defaultdict(<class 'list'>, {'U1': ['861']})","Owens, A.B.; Proffitt, C.E; Grace, J.B.","15","","","",""
"4610","JOUR","Proyecto Orejiamarillo: una iniciativa de conservación","914","Simposio: Estado del conocimiento de la biologê reproductiva de las especies de loros amenazados de Colombia con énfasis en iniciativas de conservación. II Congreso Colombiano de Zoologê","","","2006","['yellow-eared parrot, Ognorhynchus icterotis, QuindÃ\xado wax palm, Ceroxylum quindiuense, nest site, Aves, bird, nestbox, nest box, nest-box, psittidae, Psittacidae, translation']","","defaultdict(<class 'list'>, {'U1': ['914']})","Salaman, P. <i>et al</i>.","","","","",""
"4611","JOUR","Public education for rattlesnakes","925","Association of Zoos & Aquariums","","","2001","['islands, Crotalus durissus unicolor, reptilia, serpentes, snake, endemic species, Arikok National Park, caribbean, Houston zoo, Aruba Island Rattlesnake, reptile, education program, public relations']","","defaultdict(<class 'list'>, {'U1': ['925']})","Mays, S.","","","","",""
"4612","JOUR","Preventing horticultural introductions of invasive plants: potential efficacy of voluntary initiatives","1115","Biological Invasions","909","923","2007","['horticulture, invasive plants, mon-mandatory programs, nursery, prevention, St Louis Declaration, self-regulation, survey, Voluntary codes of conduct, control, horticultural introductions']","","defaultdict(<class 'list'>, {'U1': ['1115']})","Burt, J.W.; Muir, A.A.; Piovia-Scott, P.; Veblen, K.E.; Chang, A.L.; Grossman, J.D.; Weiskel, H.W.","9","","","",""
"4613","JOUR","Provision of nestboxes raises the breeding density of great tits Parus major equally in coniferous and deciduous woodland","1373","Ibis","487","492","2009","['Alnus incana, Aves, Betula pendula, bird, breeding density, great tit, habitat type, nest box provision, nest-box, nestbox, Paridae, Parus major, Pinus sylvestris, territory occupancy']","","defaultdict(<class 'list'>, {'U1': ['1373']})","MÃ¤nd, R.; Leivits, A.; Leivits, M.; Rodenhouse, N.L.","151","","","",""
"4614","JOUR","Preliminary observations on the effects of burning on the hemiptera (Heteroptera and Auchenorhyncha) of limestone grassland","1403","Conservation Biology","311","319","1975","['Prescribed burning, fire, calcareous grassland management, hemipteran, Heteroptera, Auchenorhyncha, insecta, invertebrate, limestone, swaling, leafhopper, sheildbug, Macrosteles laevis']","","defaultdict(<class 'list'>, {'U1': ['1403']})","Morris, M.G.","7","","","",""
"4615","JOUR","Preventing fox predation at a least tern colony with an electric fence","1470","Journal of Field Ornithology","180","181","1980","['Aves, bird, breeding success, electric fence, fencing, fledging success, Laridae, least tern, nest predation, nest survival, nesting success, predator exclosures, productivity, red fox, Sterna antillarum, Sternidae, Vulpes vulpes']","","defaultdict(<class 'list'>, {'U1': ['1470']})","Minsky, D.","51","","","",""
"4616","JOUR","Prescribed fire effects on erosion parameters in a perennial grassland","1833","Journal of Range Management","27","32","2003","['Sediment yield, summer rainfall, soil erosion, prescribed burning, fire, grassland management, semi-desert, semi-arid grasslands, Eragrostis, Bouteloua, Lycurus, Muhlenbergia']","","defaultdict(<class 'list'>, {'U1': ['1833']})","O'Dea, M.E.; Guertin, D.P.","56","","","",""
"4617","JOUR","Preliminary response of Sandhills prairie to fire and bison grazing","1841","Journal of Range Management","395","397","1994","['fire, bison grazing, mammal, mammalia, rhizomatous grass, bunchgrass, matrix forb, interstitial forb, prescribed burning, grassland management, prairie']","","defaultdict(<class 'list'>, {'U1': ['1841']})","Pfeiffer, K.E.; Steuter, A.A.","47","","","",""
"4618","JOUR","Prescribed burning in the Loess Hills mixed prairie southern Nebraska","1922","Journal of Range Management","47","51","1985","['pastures, prescribed burning, fire, vegetation, prairie, grassland management, big bluestem, Andropogon gerardii, little bluestem, Schizachyrium scoparium, switchgrass, Panicum virgatum, sideoats grama, Bouteloua curtipendula, invasive plants, Kentucky bluegrass, Poa pratensis, brome, Bromus, blue grama, Bouteloua gracilis, buffalograss, Buchloe dactyloides, mowing']","","defaultdict(<class 'list'>, {'U1': ['1922']})","Schacht, W.; Stubbendieck, J.","38","","","",""
"4619","JOUR","Prescribed burning on B.C. rangelands: the state of the art as a management tool in British Columbia, Canada","1940","Journal of Range Management","3","8","1983","['Sagebrush grasslands, Ponderosa pine Pinus ponderosa, Douglas fir, Pseudotsuga menziesii', 'Prescribed burning, review, fire, grassland management, bighorn sheep, Ovis canadensis, elk, Cervus canadensis, mule deer, Odocoileus hemionus, white-tailed deer, Odocoileus virginianus, forage availability, bluebunch wheatgrass, Pseudoroegneria spicata, cheatgrass Bromus tectorum, Idaho fescue, Festuca idahoensis, big sagebrush, Artemisia tridentata']","","defaultdict(<class 'list'>, {'U1': ['1940']})","Wikeem, B.M.; Strang, R.M.","36","","","",""
"4620","JOUR","Prescribed burning in the northern Great Plains: yield and cover responses of 3 forage species in the mixed grass prairie","1943","Journal of Range Management","179","183","1983","['Western wheatgrass, Agropyron smithii, blue grama, Bouteloua gracilis, threadleaf sedge, Carex filifolia, prescribed burning, fire, prairie, grassland management, forage production']","","defaultdict(<class 'list'>, {'U1': ['1943']})","White, R.S.; Currie, P.O.","36","","","",""
"4621","JOUR","Proper burning intervals for tobosagrass in west Texas based on nitrogen dynamics","1959","Journal of Range Management","343","346","1977","['Tobosagrass, Hilaria mutica, grassland management, prescribed burning, fire, 2,4,5-T, herbicide control, honey mesquite, Prosopis glandulosa, nitrogen content, N']","","defaultdict(<class 'list'>, {'U1': ['1959']})","Sharrow, S.H.; Wright, H.A.","30","","","",""
"4622","JOUR","Protective socking material for cultivated mussels: a potential non-disruptive deterrent to reduce losses to diving ducks","2100","Aquaculture International","595","613","2006","['Aves, bird, aquaculture, duck, mussel predation, sock, non-lethal deterrent, mussel farm']","","defaultdict(<class 'list'>, {'U1': ['2100']})","Barbeau, M.A.; Hamilton, D.J.; Lauzon-Guay, J.; Dionne, M.","14","","","",""
"4623","JOUR","Prescribed fire effects on wintering, bark-foraging birds in northern Arizona","2118","The Journal of Wildlife Management","695","700","2009","['bird, hairy woodpecker, Picoides villosus, prescribed burning, fire, pygmy nuthatch, Sitta carolinensis, Sitta pygmaea, white-breasted nuthatch, Aves, ponderosa pine, Pinus ponderosa, bark beetle']","","defaultdict(<class 'list'>, {'U1': ['2118']})","Pope, T.L.; Block, W.M.; Beier, P.","73","","","",""
"4624","JOUR","Providing supplementary food as a conservation initiative for twite Carduelis flavirostris breeding in the South Pennines near Worsthorne, Lancashire, England","2130","Conservation Evidence","23","25","2004","['twite, Carduelis flavirostris, linnet, Carduelis cannabina, goldfinch, Carduelis carduelis, mallard, Anser platyrynchos, stock dove, Columba oenas, sorrel, Rumex acetosa, dandelion, Taraxacum officinale, thistle, Cirsium, Countryside Stewardship, supplemental feeding, passeriformes, Aves, Fringillidae, bird, supplementary feeding']","","defaultdict(<class 'list'>, {'U1': ['2130']})","Raine, A.","1","","","",""
"4625","JOUR","Providing supplementary food as a conservation initiative for twite Carduelis flavirostris breeding in the South Pennines near Littleborough, West Yorkshire, England","2131","Conservation Evidence","26","28","2004","['twite, Carduelis flavirostris, snow bunting, Plectrophenax nivalis, mallard, Anser platyrynchos, stock dove, Columba oenas, nyje, Guizotia abyssinica, sorrel, Rumex acetosa, dandelion, Taraxacum officinale, thistle, Cirsium, Countryside Stewardship, passeriformes, Aves, Fringillidae, bird, supplementary feeding, supplemental feeding']","","defaultdict(<class 'list'>, {'U1': ['2131']})","Raine, A.","1","","","",""
"4626","JOUR","Providing supplementary food as a conservation initiative for twite Carduelis flavirostris breeding in the South Pennines near Midgley, West Yorkshire, England","2132","Conservation Evidence","29","30","2004","['twite, Carduelis flavirostris, stock dove, Columba oenas, Countryside Stewardship, passeriformes, Aves, Fringillidae, bird, supplementary feeding, supplemental feeding']","","defaultdict(<class 'list'>, {'U1': ['2132']})","Raine, A.","1","","","",""
"4627","JOUR","Provision of nest cages to reduce little ringed plover Charadrius dubius nest predation at Welney, Norfolk, England","2252","Conservation Evidence","30","32","2007","['little ringed plover, Charadrius dubius, mute swan, Cygnus olor, Canada goose, Branta canadensis, shelduck, Tadorna tadorna, wader, shorebirds, common tern, sterna hirundo, moorhen, Gallinula chloropus, Eurasian coot, Fulica atra, common redshank, Tringa totanus, pied avocet, Recurvirostra avosetta, Black-headed gull, Larus ridibundus, Corvidae, red fox, stoat, Mustela erminea, weasel, Mustela nivalis, American mink, Mustela vison, Vulpes vulpes, Special Protection Area, SPA, Aves, bird, callidridae, nest cage, nest exclosure']","","defaultdict(<class 'list'>, {'U1': ['2252']})","Gulickx , M.M.C.; Kemp, J.B.","4","","","",""
"4628","JOUR","Provision of nest cages to reduce predation of little ringed plovers Charadrius dubius at Kingfishers Bridge, Cambridgeshire, England","2258","Conservation Evidence","49","50","2007","['little ringed plover, Charadrius dubius, Welney Wildfowl and Wetland Trust, shorebirds, red fox, Vulpes vulpes, nest protection, stoat, Mustela erminea, weasel, Mustela nivalis, American mink, Mustela vison, Aves, nest exclosre, nest cage']","","defaultdict(<class 'list'>, {'U1': ['2258']})","Gulickx, M.M.C.; Kemp , J.B.; Beecroft, R.C.; Green, A.C.","4","","","",""
"4629","JOUR","Provision of egg-laying sites for captive breeding of the endangered Fijian ground frog Platymantis vitianus, University of the South Pacific, Suva, Fiji","2262","Conservation Evidence","61","65","2007","['Fijian ground frog, Platymantis vitianus, anuran, amphibian, amphibia, bamboo, Piper aduncum, mongoose, Herpestes javanicus, invasive species, oceanic islands, coconut, Cocos nucifera, Australia and Pacific Science Foundation, Palaquium hornei, Sapotaceae, palm, Heterospathe phillipsii, Arecaceae, captive breeding, captive rearing']","","defaultdict(<class 'list'>, {'U1': ['2262']})","Narayan, E.; Christi, K.; Morley, C.","4","","","",""
"4630","JOUR","Providing nest boxes for Java sparrows Padda oryzivora in response to nest site loss due to building restoration and an earthquake, Prambanan Temple, Java, Indonesia","2282","Conservation Evidence","62","68","2008","['Java sparrow, Padda oryzivora, Aves, passerine, nest box, nest-box, nestbox, Conservation Programme, nest sites, Kutilang Indonesia Foundation, bird trade']","","defaultdict(<class 'list'>, {'U1': ['2282']})","Kurniandaru, S.","5","","","",""
"4631","JOUR","Provision of brood-rearing cover on agricultural land to increase survival of wild ring-necked pheasant Phasianus colchicus broods at Seefeld Estate, Lower Austria, Austria","2290","Conservation Evidence","6","10","2009","['ring-necked pheasant, Phasianus colchicus, red-legged partridge, Alectoris rufa, grey partridge, Perdix, gamebird, Aves, phasianidae, bird, famland bird declines, set-aside, radio-telemetry, brood survival, chick survival, nesting, farmland management, cover crop']","","defaultdict(<class 'list'>, {'U1': ['2290']})","Draycott , R.A.H.; Bliss, T.H.; Carroll, J.P.; Pock, K.","6","","","",""
"4632","JOUR","Prescribed burning and the role of seed banks in post-fire succession of northern heathlands, Lygra and Lurekalven islands, Hordaland, Norway","2297","Conservation Evidence","48","56","2009","['heathland management, prescribed burning, fire, seed banks, succession, heather, Calluna vulgaris, cross-leaved heath, Erica tetralix, bilberry, Vaccinium myrtillus, cowberry, Vaccinium vitis-idaea, bog bilberry, Vaccinium uliginosum, cranberry, Vaccinium oxycoccus, crowberry, Empetrum nigrum, turf-cutting, grazing, succession']","","defaultdict(<class 'list'>, {'U1': ['2297']})","Måren, I.E.; Vandvik, V.","6","","","",""
"4633","JOUR","Propagation and transplanting of manau rattan Calamus manan in Bukit Duabelas National Park, Sumatra, Indonesia","2340","Conservation Evidence","19","25","2011","['NTFP, non-timber forest product, seedling survival, propagation, transplanting']","","defaultdict(<class 'list'>, {'U1': ['2340']})","Kusuma, Y.W.C.","8","","","",""
"4634","JOUR","Protecting red-cockaded woodpecker cavity trees predisposed to fire-induced mortality","2419","The Journal of Wildlife Management","702","707","2006","['Aves, bird, prescribed burning, fire, nest, woodland management, forest management']","","defaultdict(<class 'list'>, {'U1': ['2419']})","Williams, B.W.; Moser, E.B.; Hiers, J.K.; Gault, K.; Thurber, D.K","70","","","",""
"4635","JOUR","Provision of artificial badger setts and use of remote camera monitoring to determine Eurasian badger Meles meles sett occupancy, Suffolk, England","2436","Conservation Evidence","107","110","2011","['artificial sett, mitigation, remote camera, infra-red']","","defaultdict(<class 'list'>, {'U1': ['2436']})","McDonald, P.J.; Allen, T.P.","8","","","",""
"4636","JOUR","Pseudoscorpions in field margins: Effects of margin age, management and boundary habitats","2501","Journal of Arachnology","236","240","1999","['ABUNDANCE, pseudoscorpion, unmanaged field margin, naturally regenerated margins, sown field margin, sown wildflower margin, hay cutting']","","defaultdict(<class 'list'>, {'U1': ['2501']})","Bell, J.R.; Gates, S.; Haughton, A.J.; Macdonald, D.W.; Smith, H.; Wheater, C.P.; Cullen, W.R.","27","","1","0161-8202",""
"4637","THES","Provision of plant resources for beneficial arthropods in arable ecosystems","2834","","","","1994","","","defaultdict(<class 'list'>, {'U1': ['2834']})","MacLeod, A.","","","","","University of Southampton,"
